spec	Fold_0
nist_1372642	train
nist_1372666	train
nist_1372690	train
nist_1372709	train
nist_1372740	train
nist_1372773	train
nist_1372808	train
nist_1372860	train
nist_1372952	train
nist_1373022	train
nist_1373048	train
nist_1373073	train
nist_1373080	train
nist_1373101	train
nist_1373106	train
nist_1373120	train
nist_1373147	train
nist_1373158	train
nist_1373172	train
nist_1373199	test
nist_1373232	train
nist_1373271	test
nist_1373298	train
nist_1373374	train
nist_1373392	train
nist_1373409	train
nist_1373428	train
nist_1373450	val
nist_1373470	val
nist_1373518	train
nist_1373568	val
nist_1373580	val
nist_1373626	test
nist_1373640	test
nist_1373693	train
nist_1373713	train
nist_1373726	val
nist_1373803	train
nist_1373833	train
nist_1373857	train
nist_1373878	train
nist_1373884	train
nist_1373908	test
nist_1373960	test
nist_1374052	train
nist_1374082	train
nist_1374151	train
nist_1374175	train
nist_1374198	train
nist_1374270	test
nist_1374294	test
nist_1374353	test
nist_1374374	test
nist_1374391	test
nist_1374409	train
nist_1374432	train
nist_1374455	train
nist_1374474	train
nist_1374504	train
nist_1374531	train
nist_1374546	train
nist_1374587	train
nist_1374655	train
nist_1374673	train
nist_1374685	train
nist_1374718	train
nist_1374748	train
nist_1374768	train
nist_1374777	train
nist_1374811	train
nist_1374837	train
nist_1374884	train
nist_1374907	train
nist_1374935	train
nist_1374985	test
nist_1374997	test
nist_1375030	train
nist_1375045	train
nist_1375055	train
nist_1375079	train
nist_1375122	train
nist_1375186	test
nist_1375235	val
nist_1375293	train
nist_1375337	train
nist_1375371	train
nist_1375410	train
nist_1375430	train
nist_1375450	train
nist_1375471	train
nist_1375493	test
nist_1375513	train
nist_1375535	train
nist_1375555	train
nist_1375621	train
nist_1375674	val
nist_1375689	test
nist_1375704	train
nist_1375777	test
nist_1375821	train
nist_1375843	train
nist_1375848	train
nist_1375887	train
nist_1375911	train
nist_1375914	train
nist_1375953	train
nist_1375976	train
nist_1376003	train
nist_1376082	train
nist_1376106	train
nist_1376178	train
nist_1376201	train
nist_1376223	train
nist_1376289	train
nist_1376308	train
nist_1376334	train
nist_1376339	train
nist_1376423	train
nist_1376450	train
nist_1376529	train
nist_1376553	train
nist_1376578	train
nist_1376676	val
nist_1376700	val
nist_1376723	val
nist_1376810	test
nist_1376833	test
nist_1376839	test
nist_1376928	val
nist_1376947	val
nist_1376972	test
nist_1376985	test
nist_1377000	train
nist_1377014	train
nist_1377121	val
nist_1377146	val
nist_1377259	train
nist_1377282	train
nist_1377388	train
nist_1377447	train
nist_1377470	train
nist_1377492	train
nist_1377510	train
nist_1377542	train
nist_1377604	train
nist_1377627	train
nist_1377717	train
nist_1377735	train
nist_1377756	train
nist_1377770	train
nist_1377804	train
nist_1377855	train
nist_1377877	train
nist_1377961	train
nist_1378000	val
nist_1378030	train
nist_1378043	train
nist_1378055	train
nist_1378076	train
nist_1378107	val
nist_1378128	val
nist_1378203	train
nist_1378222	train
nist_1378255	train
nist_1378279	train
nist_1378311	train
nist_1378319	train
nist_1378331	train
nist_1378352	train
nist_1378428	train
nist_1378657	train
nist_1378692	train
nist_1378705	train
nist_1378751	test
nist_1378866	train
nist_1378880	train
nist_1378885	train
nist_1378992	test
nist_1379038	val
nist_1379056	val
nist_1379073	val
nist_1379387	train
nist_1379410	train
nist_1379432	train
nist_1379452	train
nist_1379495	train
nist_1379510	train
nist_1379542	test
nist_1379561	test
nist_1379582	train
nist_1379601	train
nist_1379650	train
nist_1379673	train
nist_1379766	train
nist_1379798	val
nist_1379832	train
nist_1379870	train
nist_1379889	train
nist_1379923	train
nist_1379944	train
nist_1379982	train
nist_1380000	train
nist_1380016	train
nist_1380059	train
nist_1380073	train
nist_1380093	train
nist_1380115	train
nist_1380155	train
nist_1380174	train
nist_1380203	train
nist_1380220	train
nist_1380246	train
nist_1380274	train
nist_1380296	train
nist_1380315	train
nist_1380391	train
nist_1380449	train
nist_1380512	train
nist_1380556	train
nist_1380585	train
nist_1380603	train
nist_1380635	train
nist_1380687	test
nist_1380703	test
nist_1380717	test
nist_1380759	train
nist_1380822	train
nist_1380853	train
nist_1380887	train
nist_1380907	train
nist_1380919	train
nist_1380941	train
nist_1380972	train
nist_1380995	train
nist_1381074	train
nist_1381130	train
nist_1381201	val
nist_1381238	test
nist_1381271	train
nist_1381295	train
nist_1381312	train
nist_1381326	train
nist_1381331	test
nist_1381347	train
nist_1381364	train
nist_1381387	train
nist_1381408	train
nist_1381443	train
nist_1381475	train
nist_1381510	test
nist_1381531	test
nist_1381549	test
nist_1381590	train
nist_1381606	train
nist_1381631	test
nist_1381701	train
nist_1381721	train
nist_1381756	train
nist_1381780	train
nist_1381793	train
nist_1381813	train
nist_1381829	test
nist_1381874	train
nist_1381893	train
nist_1381980	test
nist_1382022	train
nist_1382045	train
nist_1382097	train
nist_1382112	train
nist_1382159	train
nist_1382186	train
nist_1382202	train
nist_1382218	train
nist_1382277	test
nist_1382294	val
nist_1382316	val
nist_1382405	train
nist_1382439	train
nist_1382471	train
nist_1382515	train
nist_1382538	train
nist_1382557	train
nist_1382629	train
nist_1382713	train
nist_1382724	train
nist_1382750	train
nist_1382786	train
nist_1382806	train
nist_1382819	train
nist_1382860	train
nist_1382893	val
nist_1382940	test
nist_1382959	test
nist_1382982	test
nist_1382994	train
nist_1383019	test
nist_1383041	test
nist_1383064	train
nist_1383085	train
nist_1383126	train
nist_1383147	train
nist_1383188	train
nist_1383247	train
nist_1383265	train
nist_1383284	train
nist_1383312	train
nist_1383331	train
nist_1383347	train
nist_1383410	train
nist_1383424	train
nist_1383434	train
nist_1383476	train
nist_1383517	train
nist_1383549	train
nist_1383567	val
nist_1383588	val
nist_1383606	val
nist_1383634	train
nist_1383656	train
nist_1383677	train
nist_1383752	val
nist_1383773	val
nist_1383798	train
nist_1383816	train
nist_1383834	train
nist_1383917	train
nist_1383939	train
nist_1384013	train
nist_1384033	train
nist_1384052	train
nist_1384111	train
nist_1384128	train
nist_1384147	train
nist_1384152	train
nist_1384185	train
nist_1384206	train
nist_1384216	train
nist_1384236	train
nist_1384247	val
nist_1384254	val
nist_1384313	train
nist_1384335	train
nist_1384348	train
nist_1384414	train
nist_1384447	train
nist_1384478	train
nist_1384499	train
nist_1384517	train
nist_1384576	train
nist_1384629	val
nist_1384711	val
nist_1384735	val
nist_1384763	val
nist_1384784	train
nist_1384801	train
nist_1384842	train
nist_1384861	train
nist_1384891	train
nist_1384911	train
nist_1384980	train
nist_1384999	train
nist_1385025	train
nist_1385081	train
nist_1385111	train
nist_1385140	train
nist_1385161	train
nist_1385187	val
nist_1385206	test
nist_1385226	test
nist_1385255	train
nist_1385274	train
nist_1385303	train
nist_1385335	train
nist_1385365	train
nist_1385397	train
nist_1385425	train
nist_1385482	train
nist_1385500	train
nist_1385530	test
nist_1385548	test
nist_1385578	val
nist_1385596	train
nist_1385616	train
nist_1385647	train
nist_1385674	train
nist_1385700	train
nist_1385718	train
nist_1385749	test
nist_1385769	test
nist_1385800	train
nist_1385820	train
nist_1385865	train
nist_1385885	train
nist_1385953	train
nist_1385967	train
nist_1386032	val
nist_1386055	val
nist_1386148	test
nist_1386176	test
nist_1386226	train
nist_1386243	train
nist_1386299	train
nist_1386327	train
nist_1386349	train
nist_1386385	train
nist_1386405	train
nist_1386462	test
nist_1386500	train
nist_1386587	test
nist_1386632	train
nist_1386656	train
nist_1386681	train
nist_1386700	train
nist_1386719	train
nist_1386730	train
nist_1386750	train
nist_1386771	train
nist_1386793	train
nist_1386814	train
nist_1386855	val
nist_1386873	val
nist_1386913	train
nist_1386957	val
nist_1386974	val
nist_1387002	train
nist_1387032	train
nist_1387073	train
nist_1387176	train
nist_1387195	train
nist_1387211	train
nist_1387228	train
nist_1387244	train
nist_1387261	train
nist_1387300	train
nist_1387318	train
nist_1387335	train
nist_1387355	train
nist_1387369	train
nist_1387405	train
nist_1387421	train
nist_1387447	train
nist_1387469	test
nist_1387475	test
nist_1387506	test
nist_1387520	train
nist_1387537	train
nist_1387557	train
nist_1387570	train
nist_1387592	train
nist_1387613	train
nist_1387631	train
nist_1387653	train
nist_1387687	train
nist_1387709	train
nist_1387736	train
nist_1387752	train
nist_1387775	train
nist_1387800	train
nist_1387825	train
nist_1387851	train
nist_1387866	train
nist_1387926	train
nist_1387942	train
nist_1387957	train
nist_1388017	train
nist_1388028	train
nist_1388050	train
nist_1388096	train
nist_1388111	train
nist_1388140	train
nist_1388173	train
nist_1388188	train
nist_1388246	train
nist_1388261	train
nist_1388276	train
nist_1388313	train
nist_1388337	train
nist_1388352	train
nist_1388416	train
nist_1388468	train
nist_1388483	train
nist_1388528	train
nist_1388544	train
nist_1388560	train
nist_1388597	train
nist_1388666	train
nist_1388686	train
nist_1388705	train
nist_1388727	train
nist_1388751	train
nist_1388757	train
nist_1388782	train
nist_1388801	train
nist_1388811	train
nist_1388833	train
nist_1388853	train
nist_1388868	train
nist_1388957	train
nist_1388981	train
nist_1389003	train
nist_1389017	train
nist_1389029	train
nist_1389059	train
nist_1389097	train
nist_1389120	train
nist_1389143	train
nist_1389223	train
nist_1389243	train
nist_1389273	train
nist_1389306	train
nist_1389327	train
nist_1389347	train
nist_1389368	train
nist_1389388	train
nist_1389402	val
nist_1389416	train
nist_1389431	train
nist_1389450	train
nist_1389493	test
nist_1389513	test
nist_1389544	test
nist_1389564	train
nist_1389585	train
nist_1389605	train
nist_1389632	train
nist_1389646	train
nist_1389663	train
nist_1389685	train
nist_1389712	train
nist_1389724	train
nist_1389747	train
nist_1389833	train
nist_1389885	train
nist_1389917	train
nist_1389937	train
nist_1390018	train
nist_1390038	train
nist_1390078	test
nist_1390110	test
nist_1390151	train
nist_1390193	test
nist_1390212	test
nist_1390236	train
nist_1390257	train
nist_1390325	val
nist_1390387	test
nist_1390461	val
nist_1390479	val
nist_1390492	train
nist_1390505	train
nist_1390522	test
nist_1390537	train
nist_1390556	train
nist_1390576	train
nist_1390611	train
nist_1390631	train
nist_1390718	train
nist_1390754	val
nist_1390774	val
nist_1390785	val
nist_1390805	train
nist_1390847	train
nist_1390867	train
nist_1390880	train
nist_1390910	val
nist_1390928	val
nist_1390958	val
nist_1390975	val
nist_1390998	train
nist_1391020	train
nist_1391053	train
nist_1391065	train
nist_1391098	train
nist_1391144	train
nist_1391210	train
nist_1391241	train
nist_1391269	train
nist_1391304	test
nist_1391324	test
nist_1391342	test
nist_1391350	train
nist_1391367	train
nist_1391384	train
nist_1391402	train
nist_1391420	train
nist_1391439	train
nist_1391456	train
nist_1391481	train
nist_1391558	train
nist_1391591	train
nist_1391623	train
nist_1391670	train
nist_1391681	val
nist_1391720	train
nist_1391776	train
nist_1391847	train
nist_1391867	train
nist_1391961	train
nist_1391987	train
nist_1392009	train
nist_1392014	test
nist_1392057	train
nist_1392079	train
nist_1392102	train
nist_1392187	train
nist_1392230	train
nist_1392274	train
nist_1392296	train
nist_1392397	train
nist_1392488	train
nist_1392523	train
nist_1392570	train
nist_1392602	train
nist_1392671	train
nist_1392693	train
nist_1392711	train
nist_1392738	train
nist_1392760	train
nist_1392796	train
nist_1392818	train
nist_1392859	train
nist_1392881	train
nist_1392894	train
nist_1392912	train
nist_1392935	train
nist_1392952	train
nist_1393008	train
nist_1393057	train
nist_1393126	train
nist_1393144	train
nist_1393164	train
nist_1393186	train
nist_1393207	train
nist_1393237	val
nist_1393255	val
nist_1393277	train
nist_1393331	train
nist_1393350	train
nist_1393379	train
nist_1393385	train
nist_1393406	train
nist_1393421	train
nist_1393450	train
nist_1393473	train
nist_1393477	train
nist_1393497	train
nist_1393535	train
nist_1393554	train
nist_1393572	train
nist_1393587	train
nist_1393615	train
nist_1393641	train
nist_1393647	train
nist_1393658	train
nist_1393688	train
nist_1393694	train
nist_1393704	train
nist_1393722	train
nist_1393732	train
nist_1393758	train
nist_1393775	train
nist_1393782	train
nist_1393792	train
nist_1393814	train
nist_1393831	train
nist_1393846	train
nist_1393858	train
nist_1393875	train
nist_1393885	train
nist_1393901	train
nist_1393915	train
nist_1393923	train
nist_1393959	train
nist_1394002	test
nist_1394062	train
nist_1394082	train
nist_1394118	train
nist_1394134	train
nist_1394145	train
nist_1394169	train
nist_1394184	train
nist_1394218	test
nist_1394261	val
nist_1394339	train
nist_1394500	test
nist_1394519	test
nist_1394541	test
nist_1394571	train
nist_1394591	train
nist_1394611	train
nist_1394628	train
nist_1394675	train
nist_1394691	train
nist_1394760	val
nist_1394779	val
nist_1394814	test
nist_1394829	test
nist_1394860	train
nist_1394889	train
nist_1394938	train
nist_1394958	train
nist_1394992	train
nist_1395003	train
nist_1395138	train
nist_1395167	train
nist_1395268	train
nist_1395282	train
nist_1395330	train
nist_1395354	train
nist_1395399	train
nist_1395421	train
nist_1395474	train
nist_1395497	train
nist_1395607	val
nist_1395629	val
nist_1395711	train
nist_1395770	test
nist_1395840	train
nist_1395849	train
nist_1395855	train
nist_1395968	train
nist_1395989	train
nist_1396077	val
nist_1396093	val
nist_1396101	train
nist_1396113	train
nist_1396128	train
nist_1396144	train
nist_1396170	train
nist_1396186	train
nist_1396212	train
nist_1396227	train
nist_1396250	train
nist_1396285	train
nist_1396296	train
nist_1396316	train
nist_1396357	test
nist_1396369	test
nist_1396389	test
nist_1396425	train
nist_1396443	train
nist_1396462	train
nist_1396483	train
nist_1396502	train
nist_1396617	train
nist_1396629	train
nist_1396639	train
nist_1396659	train
nist_1396666	train
nist_1396676	train
nist_1396692	train
nist_1396713	train
nist_1396721	train
nist_1396756	train
nist_1396775	train
nist_1396855	train
nist_1396877	train
nist_1396921	test
nist_1396937	test
nist_1396953	test
nist_1396981	test
nist_1397070	train
nist_1397098	train
nist_1397106	train
nist_1397117	train
nist_1397138	train
nist_1397172	train
nist_1397200	train
nist_1397219	train
nist_1397236	train
nist_1397247	train
nist_1397268	train
nist_1397288	train
nist_1397349	train
nist_1397373	train
nist_1397407	train
nist_1397420	train
nist_1397441	train
nist_1397523	test
nist_1397546	test
nist_1397587	train
nist_1397609	train
nist_1397647	train
nist_1397664	train
nist_1397707	train
nist_1397756	test
nist_1397797	train
nist_1397820	train
nist_1397842	train
nist_1397873	train
nist_1397896	train
nist_1397914	train
nist_1397963	test
nist_1397979	train
nist_1397996	train
nist_1398014	train
nist_1398029	train
nist_1398051	train
nist_1398066	train
nist_1398124	train
nist_1398162	train
nist_1398201	train
nist_1398250	train
nist_1398268	train
nist_1398284	train
nist_1398326	val
nist_1398345	val
nist_1398419	train
nist_1398471	test
nist_1398490	test
nist_1398522	train
nist_1398548	train
nist_1398660	train
nist_1398729	train
nist_1398755	test
nist_1398776	test
nist_1398782	test
nist_1398857	train
nist_1398879	train
nist_1398898	train
nist_1398932	train
nist_1398964	train
nist_1398983	train
nist_1399005	train
nist_1399099	train
nist_1399118	train
nist_1399227	train
nist_1399249	train
nist_1399366	train
nist_1399385	train
nist_1399422	train
nist_1399444	train
nist_1399501	test
nist_1399519	test
nist_1399565	train
nist_1399587	train
nist_1399761	val
nist_1399808	train
nist_1399853	train
nist_1399901	train
nist_1399955	train
nist_1399976	train
nist_1400028	train
nist_1400044	train
nist_1400065	train
nist_1400125	val
nist_1400173	train
nist_1400232	train
nist_1400270	train
nist_1400291	train
nist_1400311	train
nist_1400329	train
nist_1400358	train
nist_1400418	train
nist_1400471	test
nist_1400488	test
nist_1400504	train
nist_1400540	train
nist_1400573	train
nist_1400601	train
nist_1400632	train
nist_1400674	test
nist_1400708	train
nist_1400726	train
nist_1400749	train
nist_1400787	train
nist_1400838	train
nist_1400861	train
nist_1400969	train
nist_1401035	train
nist_1401077	train
nist_1401100	val
nist_1401118	val
nist_1401192	test
nist_1401227	test
nist_1401260	train
nist_1401304	train
nist_1401326	train
nist_1401420	test
nist_1401460	train
nist_1401483	train
nist_1401522	train
nist_1401537	train
nist_1401595	train
nist_1401638	train
nist_1401655	train
nist_1401674	train
nist_1401695	train
nist_1401720	train
nist_1401792	test
nist_1401946	train
nist_1401961	train
nist_1401977	train
nist_1402002	train
nist_1402049	train
nist_1402095	train
nist_1402122	train
nist_1402160	train
nist_1402187	train
nist_1402270	train
nist_1402291	train
nist_1402352	train
nist_1402361	train
nist_1402382	train
nist_1402395	train
nist_1402414	train
nist_1402444	train
nist_1402447	train
nist_1402465	train
nist_1402492	train
nist_1402513	val
nist_1402527	train
nist_1402543	train
nist_1402591	train
nist_1402631	train
nist_1402646	train
nist_1402653	train
nist_1402655	train
nist_1402677	train
nist_1402821	train
nist_1402874	train
nist_1402927	train
nist_1402947	train
nist_1402976	train
nist_1403011	train
nist_1403026	train
nist_1403068	train
nist_1403098	val
nist_1403148	train
nist_1403170	train
nist_1403191	train
nist_1403246	train
nist_1403269	train
nist_1403307	train
nist_1403400	train
nist_1403416	train
nist_1403461	train
nist_1403494	train
nist_1403533	train
nist_1403565	train
nist_1403716	train
nist_1403737	train
nist_1403753	train
nist_1403790	train
nist_1403810	train
nist_1403827	train
nist_1403869	train
nist_1403894	train
nist_1403964	train
nist_1404019	train
nist_1404039	train
nist_1404083	train
nist_1404089	train
nist_1404122	train
nist_1404124	train
nist_1404172	train
nist_1404494	train
nist_1404514	train
nist_1404548	train
nist_1404553	train
nist_1404592	train
nist_1404607	test
nist_1404656	train
nist_1404683	train
nist_1404727	train
nist_1404743	val
nist_1404761	train
nist_1404789	train
nist_1404819	train
nist_1404850	train
nist_1404888	test
nist_1404908	test
nist_1405019	train
nist_1405087	train
nist_1405116	train
nist_1405165	train
nist_1405202	train
nist_1405251	train
nist_1405281	train
nist_1405310	train
nist_1405340	train
nist_1405363	train
nist_1405408	train
nist_1405416	train
nist_1405453	test
nist_1405534	train
nist_1405555	train
nist_1405614	train
nist_1405681	train
nist_1405705	train
nist_1405769	train
nist_1405794	train
nist_1405815	train
nist_1405835	val
nist_1405856	val
nist_1405875	test
nist_1405907	train
nist_1405928	train
nist_1405951	train
nist_1405978	train
nist_1406007	train
nist_1406023	train
nist_1406065	train
nist_1406114	test
nist_1406150	test
nist_1406162	val
nist_1406181	val
nist_1406241	train
nist_1406259	train
nist_1406306	train
nist_1406326	train
nist_1406337	test
nist_1406352	test
nist_1406413	train
nist_1406431	train
nist_1406482	train
nist_1406505	train
nist_1406560	train
nist_1406603	train
nist_1406663	train
nist_1406684	train
nist_1406757	test
nist_1406771	test
nist_1406855	train
nist_1406875	train
nist_1406921	train
nist_1406962	train
nist_1406991	train
nist_1407048	train
nist_1407074	train
nist_1407120	train
nist_1407174	train
nist_1407200	train
nist_1407229	train
nist_1407273	train
nist_1407319	train
nist_1407367	val
nist_1407424	val
nist_1407533	train
nist_1407631	train
nist_1407657	train
nist_1407742	train
nist_1407781	train
nist_1407791	train
nist_1407808	train
nist_1407858	val
nist_1407882	val
nist_1407937	val
nist_1407941	val
nist_1408000	test
nist_1408019	test
nist_1408117	train
nist_1408171	train
nist_1408206	train
nist_1408227	train
nist_1408286	train
nist_1408374	train
nist_1408405	train
nist_1408438	train
nist_1408474	train
nist_1408495	train
nist_1408553	train
nist_1408586	train
nist_1408626	val
nist_1408682	test
nist_1408702	test
nist_1408757	train
nist_1408779	train
nist_1408864	train
nist_1408880	train
nist_1408946	train
nist_1408966	train
nist_1409027	train
nist_1409046	train
nist_1409107	train
nist_1409150	train
nist_1409181	train
nist_1409214	train
nist_1409301	train
nist_1409362	test
nist_1409372	test
nist_1409399	train
nist_1409426	train
nist_1409509	train
nist_1409553	val
nist_1409593	val
nist_1409599	train
nist_1409641	train
nist_1409690	train
nist_1409736	train
nist_1409754	train
nist_1409807	val
nist_1409830	val
nist_1409875	val
nist_1409883	train
nist_1409930	train
nist_1409933	train
nist_1409960	train
nist_1410002	train
nist_1410036	train
nist_1410052	val
nist_1410151	train
nist_1410187	train
nist_1410223	val
nist_1410241	val
nist_1410281	train
nist_1410333	train
nist_1410406	test
nist_1410429	train
nist_1410447	train
nist_1410475	train
nist_1410502	train
nist_1410546	train
nist_1410552	train
nist_1410571	train
nist_1410611	val
nist_1410718	train
nist_1410743	train
nist_1410785	train
nist_1410808	train
nist_1410865	test
nist_1410900	train
nist_1410962	train
nist_1410982	train
nist_1411020	train
nist_1411024	train
nist_1411072	test
nist_1411087	test
nist_1411137	train
nist_1411252	train
nist_1411329	train
nist_1411391	train
nist_1411430	train
nist_1411474	train
nist_1411496	train
nist_1411514	train
nist_1411560	train
nist_1411579	train
nist_1411619	test
nist_1411634	test
nist_1411677	train
nist_1411701	train
nist_1411739	train
nist_1411748	train
nist_1411759	train
nist_1411811	train
nist_1411832	train
nist_1411890	train
nist_1411919	train
nist_1411960	train
nist_1411983	train
nist_1412070	train
nist_1412130	test
nist_1412150	test
nist_1412209	test
nist_1412214	train
nist_1412262	test
nist_1412282	test
nist_1412301	test
nist_1412378	train
nist_1412396	train
nist_1412425	train
nist_1412466	train
nist_1412521	train
nist_1412543	val
nist_1412599	train
nist_1412621	train
nist_1412683	train
nist_1412702	train
nist_1412741	test
nist_1412762	train
nist_1412783	train
nist_1412801	train
nist_1412822	train
nist_1412858	train
nist_1412974	train
nist_1412994	train
nist_1413016	train
nist_1413048	train
nist_1413066	val
nist_1413130	train
nist_1413153	train
nist_1413212	train
nist_1413282	train
nist_1413305	train
nist_1413332	train
nist_1413357	test
nist_1413393	train
nist_1413507	train
nist_1413536	train
nist_1413592	train
nist_1413635	train
nist_1413682	train
nist_1413754	train
nist_1413779	train
nist_1413815	train
nist_1413835	train
nist_1413875	train
nist_1413930	val
nist_1413949	val
nist_1413968	val
nist_1413983	train
nist_1414026	train
nist_1414032	test
nist_1414064	test
nist_1414127	train
nist_1414187	train
nist_1414192	train
nist_1414222	train
nist_1414266	train
nist_1414283	train
nist_1414315	val
nist_1414331	val
nist_1414357	train
nist_1414389	train
nist_1414421	val
nist_1414441	val
nist_1414458	train
nist_1414490	train
nist_1414493	train
nist_1414510	train
nist_1414549	train
nist_1414582	train
nist_1414625	train
nist_1414645	train
nist_1414680	train
nist_1414709	train
nist_1414726	train
nist_1414741	train
nist_1414748	train
nist_1414777	val
nist_1414807	test
nist_1414855	train
nist_1414878	train
nist_1414940	train
nist_1414969	train
nist_1415017	test
nist_1415037	test
nist_1415058	test
nist_1415131	train
nist_1415144	train
nist_1415148	train
nist_1415195	train
nist_1415227	train
nist_1415235	train
nist_1415277	train
nist_1415297	train
nist_1415405	train
nist_1415426	train
nist_1415444	train
nist_1415459	train
nist_1415469	train
nist_1415519	train
nist_1415578	train
nist_1415615	train
nist_1415655	train
nist_1415754	train
nist_1415772	train
nist_1415792	train
nist_1415813	train
nist_1415829	train
nist_1415858	test
nist_1415876	test
nist_1415890	train
nist_1415905	train
nist_1415952	train
nist_1416005	test
nist_1416021	test
nist_1416070	train
nist_1416090	train
nist_1416107	train
nist_1416378	train
nist_1416391	train
nist_1416416	train
nist_1416563	train
nist_1416586	train
nist_1416646	train
nist_1416689	test
nist_1416727	val
nist_1416762	train
nist_1416824	train
nist_1416835	train
nist_1416876	train
nist_1416914	train
nist_1416955	train
nist_1416987	train
nist_1416998	train
nist_1417042	train
nist_1417082	train
nist_1417102	train
nist_1417111	train
nist_1417170	train
nist_1417241	train
nist_1417248	val
nist_1417270	val
nist_1417313	val
nist_1417316	val
nist_1417536	train
nist_1417609	train
nist_1417656	train
nist_1417680	train
nist_1417702	train
nist_1417752	train
nist_1417775	train
nist_1417808	train
nist_1417842	train
nist_1417856	train
nist_1417891	train
nist_1417909	train
nist_1417972	train
nist_1418006	train
nist_1418018	train
nist_1418073	test
nist_1418122	train
nist_1418143	train
nist_1418180	train
nist_1418191	train
nist_1418200	train
nist_1418230	train
nist_1418261	test
nist_1418285	train
nist_1418313	train
nist_1418342	test
nist_1418382	test
nist_1418415	test
nist_1418449	train
nist_1418471	train
nist_1418498	train
nist_1418516	val
nist_1418536	val
nist_1418551	train
nist_1418602	train
nist_1418607	train
nist_1418640	train
nist_1418651	train
nist_1418682	train
nist_1418703	train
nist_1418726	train
nist_1418739	train
nist_1418771	test
nist_1418794	test
nist_1418872	test
nist_1418897	train
nist_1418929	train
nist_1418937	test
nist_1418959	train
nist_1418981	train
nist_1419002	train
nist_1419029	train
nist_1419053	train
nist_1419073	train
nist_1419082	train
nist_1419100	train
nist_1419153	train
nist_1419214	train
nist_1419221	train
nist_1419242	train
nist_1419264	train
nist_1419337	train
nist_1419378	train
nist_1419387	train
nist_1419420	train
nist_1419453	train
nist_1419480	train
nist_1419548	train
nist_1419601	train
nist_1419720	train
nist_1419738	train
nist_1419809	train
nist_1419859	train
nist_1419879	train
nist_1419909	train
nist_1419969	train
nist_1419987	train
nist_1419999	train
nist_1420006	train
nist_1420070	train
nist_1420128	train
nist_1420197	train
nist_1420238	train
nist_1420250	train
nist_1420282	train
nist_1420292	train
nist_1420305	train
nist_1420329	train
nist_1420389	test
nist_1420408	test
nist_1420482	val
nist_1420507	val
nist_1420527	val
nist_1420599	val
nist_1420621	val
nist_1420687	train
nist_1420711	train
nist_1420790	train
nist_1420824	train
nist_1420845	test
nist_1420866	test
nist_1420887	test
nist_1420903	test
nist_1420985	train
nist_1420996	train
nist_1421037	train
nist_1421060	train
nist_1421078	train
nist_1421109	test
nist_1421141	test
nist_1421155	train
nist_1421189	train
nist_1421213	train
nist_1421253	train
nist_1421272	train
nist_1421347	train
nist_1421354	train
nist_1421374	train
nist_1421388	train
nist_1421427	val
nist_1421465	val
nist_1421483	train
nist_1421501	train
nist_1421519	train
nist_1421550	train
nist_1421557	train
nist_1421611	train
nist_1421617	train
nist_1421643	train
nist_1421662	train
nist_1421670	test
nist_1421679	test
nist_1421689	test
nist_1421705	test
nist_1421721	train
nist_1421778	train
nist_1421786	train
nist_1421802	val
nist_1421815	train
nist_1421825	train
nist_1421860	train
nist_1421880	train
nist_1421896	train
nist_1421924	train
nist_1421943	train
nist_1421973	train
nist_1421994	train
nist_1422014	train
nist_1422025	train
nist_1422090	train
nist_1422103	train
nist_1422125	train
nist_1422146	train
nist_1422229	train
nist_1422233	train
nist_1422241	test
nist_1422306	train
nist_1422327	train
nist_1422346	train
nist_1422377	train
nist_1422416	train
nist_1422451	train
nist_1422473	train
nist_1422515	train
nist_1422558	train
nist_1422564	train
nist_1422593	val
nist_1422629	train
nist_1422658	train
nist_1422663	train
nist_1422690	train
nist_1422706	train
nist_1422710	train
nist_1422766	train
nist_1422775	train
nist_1422798	train
nist_1422834	test
nist_1422858	test
nist_1422897	test
nist_1422904	train
nist_1422937	train
nist_1422940	train
nist_1422951	val
nist_1422980	train
nist_1422998	train
nist_1423080	train
nist_1423141	train
nist_1423160	train
nist_1423171	train
nist_1423215	test
nist_1423245	train
nist_1423273	train
nist_1423315	train
nist_1423364	train
nist_1423371	train
nist_1423392	train
nist_1423425	train
nist_1423442	train
nist_1423449	train
nist_1423458	train
nist_1423479	train
nist_1423507	train
nist_1423515	train
nist_1423540	train
nist_1423557	val
nist_1423620	train
nist_1423634	train
nist_1423639	train
nist_1423660	train
nist_1423699	train
nist_1423704	test
nist_1423737	train
nist_1423763	train
nist_1423798	train
nist_1423851	train
nist_1423873	train
nist_1423957	train
nist_1423994	train
nist_1424038	train
nist_1424061	train
nist_1424100	train
nist_1424136	train
nist_1424205	train
nist_1424277	train
nist_1424321	train
nist_1424342	train
nist_1424362	train
nist_1424399	train
nist_1424473	train
nist_1424497	train
nist_1424600	train
nist_1424654	train
nist_1424684	train
nist_1424741	train
nist_1424778	train
nist_1424860	train
nist_1424882	train
nist_1424921	train
nist_1424928	train
nist_1424950	train
nist_1424992	train
nist_1425000	train
nist_1425024	train
nist_1425062	train
nist_1425076	test
nist_1425136	test
nist_1425143	test
nist_1425166	test
nist_1425187	test
nist_1425220	train
nist_1425240	train
nist_1425296	train
nist_1425326	train
nist_1425374	train
nist_1425380	train
nist_1425419	train
nist_1425489	train
